original_name,Synonym
Galium bifolium,Galium bifolium
Galium binifolium,Galium binifolium
Galium bolanderi,Galium bolanderi
Galium boreale,Galium boreale
Galium bussei,Galium bussei
Galium californicum,Galium californicum
Galium canum,Galium canum
Galium cinereum,Galium cinereum
Galium circaezans,Galium circaezans
Galium coloradoense,Galium coloradoense
Galium concinnum,Galium concinnum
Galium corsicum,Galium corsicum
Galium dahuricum var. lasiocarpum,Galium dahuricum var. lasiocarpum
Galium debile,Galium debile
Galium divaricatum,Galium divaricatum
Galium elongatum,Galium elongatum
Galium ephedroides,Galium ephedroides
Galium eriocarpum,Galium eriocarpum
Galium estebanii,Galium estebanii
Galium glaucum,Galium glaucum
Galium hirtum,Galium hirtum
Galium humifusum,Galium humifusum
Galium incanum,Galium incanum
Galium intermedium,Galium intermedium
Galium intricatum,Galium intricatum
Galium judaicum,Galium judaicum
Galium labradoricum,Galium labradoricum
Galium laevigatum,Galium laevigatum
Galium libanoticum,Galium libanoticum
Galium lucidum,Galium lucidum
Galium lucidum subsp. corrudifolium,Galium lucidum subsp. corrudifolium
Galium lucidum subsp. fruticescens,Galium lucidum subsp. fruticescens
Galium margaritaceum,Galium margaritaceum
Galium megalospermum,Galium megalospermum
Galium mexicanum,Galium mexicanum
Galium minutulum,Galium minutulum
Galium mollugo,Galium mollugo
Galium montis-arerae,Galium montis-arerae
Galium murale,Galium murale
Galium nigricans,Galium nigricans
Galium noricum,Galium noricum
Galium normanii,Galium normanii
Galium nuttallii,Galium nuttallii
Galium obliquum,Galium obliquum
Galium obtusum,Galium obtusum
Galium odoratum,Galium odoratum
Galium oreganum,Galium oreganum
Galium ovalleanum,Galium ovalleanum
Galium palustre,Galium palustre
Galium parishii,Galium parishii
Galium parisiense,Galium parisiense
Galium pisiferum,Galium pisiferum
Galium pomeranicum,Galium
Galium porrigens,Galium porrigens
Galium propinquum,Galium propinquum
Galium pseudohelveticum,Galium pseudohelveticum
Galium pumilum,Galium pumilum
Galium pusillum,Galium pusillum
Galium pyrenaicum,Galium pyrenaicum
Galium richardianum,Galium richardianum
Galium rotundifolium,Galium rotundifolium
Galium rubioides,Galium rubioides
Galium rubrum,Galium rubrum
Galium ruwenzoriense,Galium ruwenzoriense
Galium saxatile,Galium saxatile
Galium setaceum,Galium setaceum
Galium spurium,Galium spurium
Galium sterneri,Galium sterneri
Galium sylvaticum,Galium sylvaticum
Galium tendae,Galium tendae
Galium tenuissimum,Galium tenuissimum
Galium timeroyi,Galium timeroyi
Galium tinctorium,Galium tinctorium
Galium trichocarpum,Galium trichocarpum
Galium tricornutum,Galium tricornutum
Galium trifidum,Galium trifidum
Galium triflorum,Galium triflorum
Galium uliginosum,Galium uliginosum
Galium uruguayense,Galium uruguayense
Galium verrucosum,Galium verrucosum
Galium verticillatum,Galium verticillatum
Galium verum,Galium verum
Galium virgatum,Galium virgatum
Gallesia integrifolia,Gallesia integrifolia
Galphimia glauca,Galphimia glauca
Galpinia transvaalica,Galpinia transvaalica
Gamanthus pilosus,Gamanthus pilosus
Gambelia speciosa,Gambelia speciosa
Gamblea ciliata var. evodiifolia,Gamblea ciliata var. evodiifolia
Gamblea malayana,Gamblea malayana
Gamochaeta simplicicaulis,Gamochaeta simplicicaulis
Ganophyllum falcatum,Ganophyllum falcatum
Ganophyllum giganteum,Ganophyllum giganteum
Ganua sp,NA
Garcia parviflora,Garcia parviflora
Garcinia acutifolia,Garcinia acutifolia
Garcinia aphanophlebia,Garcinia aphanophlebia
Garcinia archboldiana,Garcinia archboldiana
Garcinia baillonii,Garcinia baillonii
Garcinia bancana,Garcinia bancana
Garcinia benthamiana,Garcinia benthamiana
Garcinia brasiliensis,Garcinia brasiliensis
Garcinia brevirostris,Garcinia brevirostris
Garcinia buchananii,Garcinia buchananii
Garcinia buchneri,Garcinia buchneri
Garcinia cadelliana,Garcinia cadelliana
Garcinia celebica,Garcinia celebica
Garcinia cowa,Garcinia cowa
Garcinia dioica,Garcinia dioica
Garcinia dulcis,Garcinia dulcis
Garcinia elliptica,Garcinia elliptica
Garcinia engleriana,Garcinia engleriana
Garcinia epunctata,Garcinia epunctata
Garcinia fagraeoides,Garcinia fagraeoides
Garcinia forbesii,Garcinia forbesii
Garcinia gaudichaudii,Garcinia gaudichaudii
Garcinia gerrardii,Garcinia gerrardii
Garcinia griffithii,Garcinia griffithii
Garcinia gummi-gutta,Garcinia
Garcinia havilandii,Garcinia harmandii
Garcinia holttumii,Garcinia holttumii
Garcinia huillensis,Garcinia huillensis
Garcinia hunsteinii,Garcinia hunsteinii
Garcinia idenburgensis,Garcinia idenburgensis
Garcinia intermedia,Garcinia intermedia
Garcinia kola,Garcinia kola
Garcinia lanceifolia,Garcinia lanceifolia
Garcinia latissima,Garcinia latissima
Garcinia livingstonei,Garcinia livingstonei
Garcinia longifolia,Garcinia longifolia
Garcinia macrophylla,Garcinia macrophylla
Garcinia madruno,Garcinia madruno
Garcinia malaccensis,Garcinia malaccensis
Garcinia mangostana,Garcinia
Garcinia mannii,Garcinia mannii
Garcinia merguensis,Garcinia merguensis
Garcinia miquelii,Garcinia miquelii
Garcinia mlanjiensis,Garcinia mlanjiensis
Garcinia morella,Garcinia morella
Garcinia multiflora,Garcinia multiflora
Garcinia myrtifolia,Garcinia myrtifolia
Garcinia nervosa,Garcinia nervosa
Garcinia nigrolineata,Garcinia nigrolineata
Garcinia oblongifolia,Garcinia oblongifolia
Garcinia ovalifolia,Garcinia ovalifolia
Garcinia pachycarpa,Garcinia pachycarpa
Garcinia pachyclada,Garcinia pachyclada
Garcinia parvifolia,Garcinia parvifolia
Garcinia paucinervis,Garcinia paucinervis
Garcinia penangiana,Garcinia penangiana
Garcinia picrorhiza,Garcinia picrorhiza
Garcinia punctata,Garcinia punctata
Garcinia rigida,Garcinia rigida
Garcinia rostrata,Garcinia rostrata
Garcinia salakensis,Garcinia salakensis
Garcinia schraderi,Garcinia schraderi
Garcinia scortechinii,Garcinia scortechinii
Garcinia smeathmanii,Garcinia smeathmanii
Garcinia sopsopia,Garcinia sopsopia
Garcinia tinctoria,Garcinia tinctoria
Garcinia uniflora,Garcinia uniflora
Garcinia verrucosa,Garcinia verrucosa
Garcinia volkensii,Garcinia volkensii
Garcinia xanthochymus,Garcinia xanthochymus
Gardenia aqualla,Gardenia aqualla
Gardenia brighamii,Gardenia brighamii
Gardenia coronaria,Gardenia coronaria
Gardenia erubescens,Gardenia erubescens
Gardenia forsteniana,Gardenia forsteniana
Gardenia gummifera,Gardenia gummifera
Gardenia hainanensis,Gardenia hainanensis
Gardenia imperialis,Gardenia imperialis
Gardenia jasminoides,Gardenia jasminoides
Gardenia latifolia,Gardenia latifolia
Gardenia nitida,Gardenia nitida
Gardenia obtusifolia,Gardenia obtusifolia
Gardenia ovularis,Gardenia ovularis
Gardenia resinifera,Gardenia resinifera
Gardenia resiniflua,Gardenia resiniflua
Gardenia rutenbergiana,Gardenia rutenbergiana
Gardenia sokotensis,Gardenia sokotensis
Gardenia sootepensis,Gardenia sootepensis
Gardenia ternifolia,Gardenia ternifolia
Gardenia ternifolia subsp. jovis-tonantis,Gardenia ternifolia subsp. jovis-tonantis
Gardenia tubifera,Gardenia tubifera
Gardenia volkensii,Gardenia volkensii
Gardneria lanceolata,Gardneria lanceolata
Gardneria multiflora,Gardneria multiflora
Gardneria nutans,Gardneria nutans
Gardneria ovata,Gardneria ovata
Garrya elliptica,Garrya elliptica
Garrya flavescens,Garrya flavescens
Garrya fremontii,Garrya fremontii
Garrya laurifolia,Garrya laurifolia
Garrya ovata,Garrya ovata
Garrya veatchii,Garrya veatchii
Garrya wrightii,Garrya wrightii
Garuga floribunda,Garuga floribunda
Garuga forrestii,Garuga forrestii
Garuga pierrei,Garuga pierrei
Garuga pinnata,Garuga pinnata
Gasteria acinacifolia,Gasteria acinacifolia
Gasteria carinata,Gasteria carinata
Gasteria nitida,Gasteria nitida
Gasteria obliqua,Gasteria obliqua
Gasteria rawlinsonii,Gasteria rawlinsonii
Gastridium phleoides,Gastridium phleoides
Gastridium ventricosum,Gastridium ventricosum
Gastrolepis austrocaledonica,Gastrolepis austrocaledonica
Gastrolobium acutum,Gastrolobium acutum
Gastrolobium axillare,Gastrolobium axillare
Gastrolobium bilobum,Gastrolobium bilobum
Gastrolobium callistachys,Gastrolobium callistachys
Gastrolobium calycinum,Gastrolobium calycinum
Gastrolobium capitatum,Gastrolobium capitatum
Gastrolobium congestum,Gastrolobium congestum
Gastrolobium densifolium,Gastrolobium densifolium
Gastrolobium dilatatum,Gastrolobium dilatatum
Gastrolobium grandiflorum,Gastrolobium grandiflorum
Gastrolobium hians,Gastrolobium hians
Gastrolobium laytonii,Gastrolobium laytonii
Gastrolobium musaceum,Gastrolobium musaceum
Gastrolobium ovalifolium,Gastrolobium ovalifolium
Gastrolobium parviflorum,Gastrolobium parviflorum
Gastrolobium parvifolium,Gastrolobium parvifolium
Gastrolobium propinquum,Gastrolobium propinquum
Gastrolobium rigidum,Gastrolobium rigidum
Gastrolobium rubrum,Gastrolobium rubrum
Gastrolobium spectabile,Gastrolobium spectabile
Gastrolobium stenophyllum,Gastrolobium stenophyllum
Gastrolobium tomentosum,Gastrolobium tomentosum
Gastrolobium trilobum,Gastrolobium trilobum
Gastrolobium vestitum,Gastrolobium vestitum
Gastrolobium whicherense,Gastrolobium whicherense
Gaudichaudia cycloptera,Gaudichaudia cycloptera
Gaudichaudia cynanchoides,Gaudichaudia cynanchoides
Gaudichaudia macvaughii,Gaudichaudia macvaughii
Gaudinia fragilis,Gaudinia fragilis
Gaultheria antipoda,Gaultheria antipoda
Gaultheria appressa,Gaultheria appressa
Gaultheria caespitosa,Gaultheria caespitosa
Gaultheria crassa,Gaultheria crassa
Gaultheria depressa,Gaultheria depressa
Gaultheria dumicola,Gaultheria dumicola
Gaultheria eriophylla,Gaultheria eriophylla
Gaultheria foliolosa,Gaultheria foliolosa
Gaultheria fragrantissima,Gaultheria fragrantissima
Gaultheria griffithiana,Gaultheria griffithiana
Gaultheria hispida,Gaultheria hispida
Gaultheria hispidula,Gaultheria hispidula
Gaultheria hookeri,Gaultheria hookeri
Gaultheria humifusa,Gaultheria humifusa
Gaultheria insana,Gaultheria insana
Gaultheria leucocarpa,Gaultheria leucocarpa
Gaultheria leucocarpa var. cumingiana,Gaultheria leucocarpa
Gaultheria macrostigma,Gaultheria macrostigma
Gaultheria mucronata,Gaultheria mucronata
Gaultheria notabilis,Gaultheria notabilis
Gaultheria nummularioides,Gaultheria nummularioides
Gaultheria odorata,Gaultheria odorata
Gaultheria poeppigii,Gaultheria poeppigii
Gaultheria procumbens,Gaultheria procumbens
Gaultheria rupestris,Gaultheria rupestris
Gaultheria semi-infera,Gaultheria semi-infera
Gaultheria serrata,Gaultheria serrata
Gaultheria shallon,Gaultheria shallon
Gaultheria tasmanica,Gaultheria tasmanica
Gaultheria wardii,Gaultheria wardii
Gaura biennis,Gaura biennis
Gaura lindheimeri,Gaura lindheimeri
Gaura longiflora,Gaura longiflora
Gaura mollis,Gaura mollis
Gaura neomexicana,Gaura neomexicana
Gaura suffulta,Gaura suffulta
Gaura villosa,Gaura villosa
Gaylussacia baccata,Gaylussacia baccata
Gaylussacia chamissonis,Gaylussacia chamissonis
Gaylussacia dumosa,Gaylussacia dumosa
Gaylussacia frondosa,Gaylussacia frondosa
Gayophytum humile,Gayophytum humile
Gayophytum racemosum,Gayophytum racemosum
Gazania jurineifolia,Gazania jurineifolia
Gazania krebsiana,Gazania krebsiana
Gazania leiopoda,Gazania leiopoda
Gazania lichtensteinii,Gazania lichtensteinii
Gazania pectinata,Gazania pectinata
Gazania rigens,Gazania rigens
Gazania schenkii,Gazania schenkii
Geigeria alata,Geigeria alata
Geigeria englerana,Geigeria engleriana
Geigeria odontoptera,Geigeria odontoptera
Geigeria pectidea,Geigeria pectidea
Geigeria rigida,Geigeria rigida
Geigeria spinosa,Geigeria spinosa
Geigeria vigintisquamea,Geigeria vigintisquamea
Geijera cauliflora,Geijera cauliflora
Geijera linearifolia,Geijera linearifolia
Geijera paniculata,Geijera paniculata
Geijera parviflora,Geijera parviflora
Geijera salicifolia,Geijera salicifolia
Geissois benthamiana,Geissois benthamiana
Geissois biagiana,Geissois biagiana
Geissorhiza aspera,Geissorhiza aspera
Geissorhiza inaequalis,Geissorhiza inaequalis
Geissorhiza radians,Geissorhiza radians
Geissorhiza splendidissima,Geissorhiza splendidissima
Geissorhiza tulbaghensis,Geissorhiza tulbaghensis
Geissospermum argenteum,Geissospermum argenteum
Geissospermum laeve,Geissospermum laeve
Geissospermum sericeum,Geissospermum sericeum
Geissospermum urceolatum,Geissospermum urceolatum
Geitonoplesium cymosum,Geitonoplesium cymosum
Geleznowia verrucosa,Geleznowia verrucosa
Gelidocalamus latifolius,Gelidocalamus latifolius
Gelidocalamus solidus,Gelidocalamus solidus
Gelidocalamus stellatus,Gelidocalamus stellatus
Gelidocalamus tessellatus,Gelidocalamus tessellatus
Gelsemium elegans,Gelsemium elegans
Gendarussa ventricosa,Gendarussa ventricosa
Genianthus macrophyllus,Genianthus macrophyllus
Geniostoma rupestre var. ligustrifolium,Geniostoma rupestre var. ligustrifolium
Genipa americana,Genipa americana
Genipa infundibuliformis,Genipa infundibuliformis
Genista acanthoclada,Genista acanthoclada
Genista aetnensis,Genista aetnensis
Genista anglica,Genista anglica
Genista canariensis,Genista canariensis
Genista carinalis,Genista carinalis
Genista cinerascens,Genista cinerascens
Genista cinerea,Genista cinerea
Genista falcata,Genista falcata
Genista fasselata,Genista fasselata
Genista ferox,Genista ferox
Genista florida,Genista florida
Genista germanica,Genista germanica
Genista hirsuta,Genista hirsuta
Genista hispanica,Genista hispanica
Genista holopetala,Genista holopetala
Genista hystrix,Genista hystrix
Genista hystrix subsp. legionensis,Genista hystrix subsp. legionensis
Genista jaubertii,Genista jaubertii
Genista linifolia,Genista linifolia
Genista lobelii,Genista lobelii
Genista lydia,Genista lydia
Genista maderensis,Genista maderensis
Genista monspessulana,Genista monspessulana
Genista pilosa,Genista pilosa
Genista pulchella,Genista pulchella
Genista radiata,Genista radiata
Genista sagittalis,Genista sagittalis
Genista scorpius,Genista scorpius
Genista sericea,Genista sericea
Genista spartioides,Genista spartioides
Genista sylvestris,Genista sylvestris
Genista tenera,Genista tenera
Genista tinctoria,Genista tinctoria
Genista triacanthos,Genista triacanthos
Genista tridentata,Genista tridentata
Genista umbellata,Genista umbellata
Genista versicolor subsp. pumila,Genista versicolor subsp. pumila
Gentiana acaulis,Gentiana acaulis
Gentiana achalensis,Gentiana achalensis
Gentiana affinis,Gentiana affinis
Gentiana algida,Gentiana algida
Gentiana alpina,Gentiana alpina
Gentiana andrewsii,Gentiana andrewsii
Gentiana asclepiadea,Gentiana asclepiadea
Gentiana bavarica,Gentiana bavarica
Gentiana blepharophora,Gentiana blepharophora
Gentiana brachyphylla,Gentiana brachyphylla
Gentiana burseri,Gentiana burseri
Gentiana burseri subsp. villarsii,Gentiana burseri var. villarsii
Gentiana calycosa,Gentiana calycosa
Gentiana clausa,Gentiana clausa
Gentiana clusii,Gentiana clusii
Gentiana cruciata,Gentiana cruciata
Gentiana dahurica,Gentiana dahurica
Gentiana froelichii,Gentiana froelichii
Gentiana germanica,Gentiana germanica
Gentiana glauca,Gentiana glauca
Gentiana lawrencei,Gentiana lawrencei
Gentiana leucomelaena,Gentiana leucomelaena
Gentiana ligustica,Gentiana ligustica
Gentiana lingulata,Gentiana lingulata
Gentiana lutea,Gentiana lutea
Gentiana nivalis,Gentiana nivalis
Gentiana orbicularis,Gentiana orbicularis
Gentiana pannonica,Gentiana pannonica
Gentiana parryi,Gentiana parryi
Gentiana pilosa,Gentiana pilosa
Gentiana pneumonanthe,Gentiana pneumonanthe
Gentiana prostrata,Gentiana prostrata
Gentiana prostrata var. karelinii,Gentiana prostrata var. karelinii
Gentiana puberulenta,Gentiana puberulenta
Gentiana pumila,Gentiana pumila
Gentiana punctata,Gentiana punctata
Gentiana purpurea,Gentiana purpurea
Gentiana pyrenaica,Gentiana pyrenaica
Gentiana ramosa,Gentiana ramosa
Gentiana scabra,Gentiana scabra
Gentiana sceptrum,Gentiana sceptrum
Gentiana septemfida,Gentiana septemfida
Gentiana straminea,Gentiana straminea
Gentiana terglouensis,Gentiana terglouensis
Gentiana terglouensis subsp. schleicheri,Gentiana terglouensis subsp. schleicheri
Gentiana triflora,Gentiana triflora
Gentiana utriculosa,Gentiana utriculosa
Gentiana verna,Gentiana verna
Gentiana verna subsp. pontica,Gentiana verna subsp. pontica
Gentianella amarella,Gentianella amarella
Gentianella anglica,Gentianella anglica
Gentianella aspera,Gentianella aspera
Gentianella austriaca,Gentianella austriaca
Gentianella biebersteinii,Gentianella
Gentianella bohemica,Gentianella bohemica
Gentianella campestris,Gentianella campestris
Gentianella caucasea,Gentianella caucasea
Gentianella corymbifera,Gentianella corymbifera
Gentianella engadinensis,Gentianella engadinensis
Gentianella germanica,Gentianella germanica
Gentianella gunniana,Gentianella gunniana
Gentianella insubrica,Gentianella insubrica
Gentianella lutescens,Gentianella lutescens
Gentianella magellanica,Gentianella magellanica
Gentianella moorcroftiana,Gentianella moorcroftiana
Gentianella muelleriana,Gentianella muelleriana
Gentianella nummularifolia,Gentianella nummulariifolia
Gentianella parviflora,Gentianella parviflora
Gentianella propinqua,Gentianella propinqua
Gentianella tenella,Gentianella tenella
Gentianella turkestanorum,Gentianella turkestanorum
Gentianella uliginosa,Gentianella uliginosa
Gentianopsis ciliata,Gentianopsis ciliata
Gentianopsis crinita,Gentianopsis crinita
Gentianopsis detonsa,Gentianopsis detonsa
Geochloa lupulina,Geochloa lupulina
Geoffroea decorticans,Geoffroea decorticans
Geoffroea spinosa,Geoffroea spinosa
Geonoma aspidiifolia,Geonoma aspidiifolia
Geonoma cuneata,Geonoma cuneata
Geonoma interrupta,Geonoma interrupta
Geonoma macrostachys,Geonoma macrostachys
Geonoma maxima,Geonoma maxima
Geonoma pinnatifrons subsp. oxycarpa,Geonoma pinnatifrons subsp. oxycarpa
Geonoma simplicifrons,Geonoma simplicifrons
Geonoma spinescens,Geonoma spinescens
Geonoma stricta,Geonoma stricta
Geonoma triglochin,Geonoma triglochin
Geophila repens,Geophila repens
Geraea canescens,Geraea canescens
Geranium argenteum,Geranium argenteum
Geranium berteroanum,Geranium berteroanum
Geranium bicknellii,Geranium bicknellii
Geranium bohemicum,Geranium bohemicum
Geranium caespitosum,Geranium caespitosum
Geranium californicum,Geranium californicum
Geranium carolinianum,Geranium carolinianum
Geranium columbinum,Geranium columbinum
Geranium dahuricum,Geranium dahuricum
Geranium dissectum,Geranium dissectum
Geranium divaricatum,Geranium divaricatum
Geranium endressii,Geranium endressii
Geranium erianthum,Geranium erianthum
Geranium gymnocaulon,Geranium gymnocaulon
Geranium himalayense,Geranium himalayense
Geranium homeanum,Geranium homeanum
Geranium ibericum,Geranium ibericum
Geranium lambertii,Geranium lambertii
Geranium lucidum,Geranium lucidum
Geranium macrorrhizum,Geranium macrorhizum
Geranium maculatum,Geranium maculatum
Geranium magellanicum,Geranium magellanicum
Geranium microphyllum,Geranium microphyllum
Geranium molle,Geranium molle
Geranium nepalense,Geranium nepalense
Geranium nodosum,Geranium nodosum
Geranium oreganum,Geranium oreganum
Geranium palustre,Geranium palustre
Geranium phaeum,Geranium phaeum
Geranium platypetalum,Geranium platypetalum
Geranium pratense,Geranium pratense
Geranium psilostemon,Geranium psilostemon
Geranium purpureum,Geranium purpureum
Geranium pusillum,Geranium pusillum
Geranium pyrenaicum,Geranium pyrenaicum
Geranium retrorsum,Geranium retrorsum
Geranium reuteri,Geranium reuteri
Geranium richardsonii,Geranium richardsonii
Geranium rivulare,Geranium rivulare
Geranium robertianum,Geranium robertianum
Geranium rotundifolium,Geranium rotundifolium
Geranium ruprechtii,Geranium ruprechtii
Geranium sanguineum,Geranium sanguineum
Geranium sessiliflorum,Geranium sessiliflorum
Geranium sibiricum,Geranium sibiricum
Geranium stramineum,Geranium stramineum
Geranium subargenteum,Geranium subargenteum
Geranium sylvaticum,Geranium sylvaticum
Geranium thunbergii,Geranium thunbergii
Geranium transbaicalicum,Geranium transbaicalicum
Geranium versicolor,Geranium versicolor
Geranium viscosissimum,Geranium viscosissimum
Geranium wallichianum,Geranium wallichianum
Gerardiina angolensis,Gerardiina angolensis
Gerbera cordata,Gerbera cordata
Gerbera jamesonii,Gerbera jamesonii
Gerbera piloselloides,Gerbera piloselloides
Gerbera tomentosa,Gerbera tomentosa
Gerbera viridifolia,Gerbera viridifolia
Geropogon hybridus,Geropogon hybridus
Gerrardanthus lobatus,Gerrardanthus lobatus
Gerrardina eylesiana,Gerrardina eylesiana
Gesneria sp,Gesneria
Gesnouinia arborea,Gesnouinia arborea
Gethyllis afra,Gethyllis afra
Geum aleppicum,Geum aleppicum
Geum canadense,Geum canadense
Geum coccineum,Geum coccineum
Geum glaciale,Geum glaciale
Geum laciniatum,Geum laciniatum
Geum macrophyllum,Geum macrophyllum
Geum magellanicum,Geum magellanicum
Geum montanum,Geum montanum
Geum pentapetalum,Geum pentapetalum
Geum pyrenaicum,Geum pyrenaicum
Geum reptans,Geum reptans
Geum rivale,Geum rivale
Geum rosii,Geum rosii
Geum rossii,Geum rossii
Geum sylvaticum,Geum sylvaticum
Geum triflorum,Geum triflorum
Geum urbanum,Geum urbanum
Geum vernum,Geum vernum
Geum virginianum,Geum virginianum
Gevuina avellana,Gevuina avellana
Gevuina bleasdalei,Gevuina bleasdalei
Gibasis geniculata,Gibasis geniculata
Gibbaeum haaglenii,Gibbaeum haaglenii
Gigantochloa albociliata,Gigantochloa albociliata
Gigantochloa levis,NA
Gigantochloa nigrociliata,Gigantochloa nigrociliata
Gigasiphon macrosiphon,Gigasiphon macrosiphon
Gilbertiodendron brachystegioides,Gilbertiodendron brachystegioides
Gilbertiodendron dewevrei,Gilbertiodendron dewevrei
Gilbertiodendron grandiflorum,Gilbertiodendron grandiflorum
Gilbertiodendron ivorense,Gilbertiodendron ivorense
Gilbertiodendron klainei,Gilbertiodendron klainei
Gilbertiodendron limba,Gilbertiodendron limba
Gilbertiodendron mayombense,Gilbertiodendron mayombense
Gilbertiodendron preussii,Gilbertiodendron preussii
Gilbertiodendron splendidum,Gilbertiodendron splendidum
Gilia achilleifolia,Gilia achilleifolia
Gilia aliquanta,Gilia aliquanta
Gilia angelensis,Gilia angelensis
Gilia australis,Gilia australis
Gilia brecciarum,Gilia brecciarum
Gilia capillaris,Gilia capillaris
Gilia capitata,Gilia capitata
Gilia clokeyi,Gilia clokeyi
Gilia crassifolia,Gilia crassifolia
Gilia inconspicua,Gilia inconspicua
Gilia latiflora,Gilia latiflora
Gilia leptalea,Gilia leptalea
Gilia leptantha,Gilia leptantha
Gilia minor,Gilia minor
Gilia nevinii,Gilia nevinii
Gilia ochroleuca,Gilia ochroleuca
Gilia patagonica,Gilia patagonica
Gilia pinnata,Gilia pinnata
Gilia splendens,Gilia splendens
Gilia transmontana,Gilia transmontana
Gilia tricolor,Gilia tricolor
Giliastrum incisum,Giliastrum incisum
Giliastrum rigidulum,Giliastrum rigidulum
Gillbeea adenopetala,Gillbeea adenopetala
Gilletiodendron kisantuense,Gilletiodendron kisantuense
Gilletiodendron mildbraedii,Gilletiodendron mildbraedii
Gilliesia graminea,Gilliesia graminea
Ginkgo biloba,Ginkgo biloba
Girardinia diversifolia,Girardinia diversifolia
Gironniera hirta,Gironniera hirta
Gironniera nervosa,Gironniera nervosa
Gironniera parvifolia,Gironniera parvifolia
Gironniera subaequalis,Gironniera subaequalis
Gisekia africana,Gisekia africana
Gisekia pharnaceoides,Gisekia pharnaceoides
Githopsis diffusa,Githopsis diffusa
Givotia madagascariensis,Givotia madagascariensis
Gladiolus alatus,Gladiolus alatus
Gladiolus atropurpureus,Gladiolus atropurpureus
Gladiolus atroviolaceus,Gladiolus atroviolaceus
Gladiolus bellus,Gladiolus bellus
Gladiolus benguellensis,Gladiolus benguellensis
Gladiolus brachyphyllus,Gladiolus brachyphyllus
Gladiolus brevifolius,Gladiolus brevifolius
Gladiolus carinatus,Gladiolus carinatus
Gladiolus caryophyllaceus,Gladiolus caryophyllaceus
Gladiolus communis,Gladiolus communis
Gladiolus crassifolius,Gladiolus crassifolius
Gladiolus curtifolius,Gladiolus curtifolius
Gladiolus dalenii,Gladiolus dalenii
Gladiolus debilis,Gladiolus debilis
Gladiolus decoratus,Gladiolus decoratus
Gladiolus dubius,Gladiolus dubius
Gladiolus ecklonii,Gladiolus ecklonii
Gladiolus elliotii,Gladiolus
Gladiolus erectiflorus,Gladiolus erectiflorus
Gladiolus exiguus,Gladiolus exiguus
Gladiolus flavoviridis,Gladiolus flavoviridis
Gladiolus gracillimus,Gladiolus gracillimus
Gladiolus gregarius,Gladiolus gregarius
Gladiolus huillensis,Gladiolus huillensis
Gladiolus hyalinus,Gladiolus hyalinus
Gladiolus illyricus,Gladiolus illyricus
Gladiolus imbricatus,Gladiolus imbricatus
Gladiolus intonsus,Gladiolus intonsus
Gladiolus italicus,Gladiolus italicus
Gladiolus juncifolius,Gladiolus juncifolius
Gladiolus laxiflorus,Gladiolus laxiflorus
Gladiolus magnificus,Gladiolus magnificus
Gladiolus martleyi,Gladiolus martleyi
Gladiolus melleri,Gladiolus melleri
Gladiolus microspicatus,Gladiolus microspicatus
Gladiolus muenzneri,Gladiolus muenzneri
Gladiolus murielae,Gladiolus murielae
Gladiolus nyasicus,Gladiolus nyasicus
Gladiolus oligophlebius,Gladiolus oligophlebius
Gladiolus palustris,Gladiolus palustris
Gladiolus papilio,Gladiolus papilio
Gladiolus pappei,Gladiolus pappei
Gladiolus permeabilis,Gladiolus permeabilis
Gladiolus pusillus,Gladiolus pusillus
Gladiolus quadrangularis,Gladiolus quadrangularis
Gladiolus rubellus,Gladiolus rubellus
Gladiolus saccatus,Gladiolus saccatus
Gladiolus serapiiflorus,Gladiolus serapiiflorus
Gladiolus serenjensis,Gladiolus serenjensis
Gladiolus sericeovillosus,Gladiolus sericeovillosus
Gladiolus serpenticola,Gladiolus serpenticola
Gladiolus stefaniae,Gladiolus stefaniae
Gladiolus tenuis,Gladiolus tenuis
Gladiolus unguiculatus,Gladiolus unguiculatus
Gladiolus velutinus,Gladiolus velutinus
Gladiolus venustus,Gladiolus venustus
Gladiolus verdickii,Gladiolus verdickii
Gladiolus watermeyeri,Gladiolus watermeyeri
Gladiolus watsonius,Gladiolus watsonius
Gladiolus zambesiacus,Gladiolus zambesiacus
Gladiolus zimbabweensis,Gladiolus zimbabweensis
Glandora diffusa,Glandora diffusa
Glandularia aristigera,Glandularia aristigera
Glandularia bipinnatifida,Glandularia bipinnatifida
Glandularia bipinnatifida var. ciliata,Glandularia bipinnatifida var. ciliata
Glandularia canadensis,Glandularia canadensis
Glandularia dissecta,Glandularia dissecta
Glandularia gooddingii,Glandularia gooddingii
Glandularia megapotamica,Glandularia megapotamica
Glandularia mendocina,Glandularia mendocina
Glastaria glastifolia,Glastaria glastifolia
Glaucium arabicum,Glaucium arabicum
Glaucium corniculatum,Glaucium corniculatum
Glaucium flavum,Glaucium flavum
Glaucium leiocarpum,Glaucium leiocarpum
Glaucium luteum,Glaucium luteum
Gleasonia sp,NA
Glebionis coronaria,Glebionis coronaria
Glebionis segetum,Glebionis segetum
Glechoma hederacea,Glechoma hederacea
Glechoma hirsuta,Glechoma hirsuta
Glechon ciliata,Glechon ciliata
Gleditsia amorphoides,Gleditsia amorphoides
Gleditsia aquatica,Gleditsia aquatica
Gleditsia caspia,Gleditsia caspia
Gleditsia delavayi,Gleditsia delavayi
Gleditsia fera,Gleditsia fera
Gleditsia japonica,Gleditsia japonica
Gleditsia japonica var. velutina,Gleditsia japonica var. velutina
